0.081882	0.049518	0.076455	0.059122	0.094479	0.088238	0.10146	0.054861	0.10155	0.076013	0.079202	0.10858	0.098523
0.075956	0.051545	0.06733	0.042446	0.074393	0.083511	0.091514	0.050943	0.056763	0.059032	0.079964	0.094178	0.097135
0.075725	0.068341	0.084006	0.070491	0.075137	0.088238	0.10743	0.05878	0.12461	0.076552	0.078441	0.087807	0.10962
0.082688	0.056468	0.078657	0.06367	0.084064	0.12133	0.11572	0.047024	0.096675	0.10512	0.065494	0.095563	0.13691
0.076186	0.075001	0.090298	0.079587	0.087783	0.088238	0.089193	0.076414	0.08071	0.058223	0.079202	0.081159	0.067994
0.08171	0.050966	0.077084	0.057606	0.08332	0.10305	0.1124	0.066617	0.087362	0.090973	0.079964	0.078943	0.13414
0.082803	0.054151	0.077084	0.055332	0.071417	0.078784	0.083556	0.05878	0.087806	0.070757	0.077679	0.099164	0.11934
0.080904	0.06226	0.082118	0.066701	0.090015	0.081935	0.083224	0.060739	0.055433	0.068062	0.080725	0.099164	0.1198
0.085335	0.047491	0.068274	0.053058	0.072161	0.088238	0.098808	0.056821	0.087806	0.070083	0.082248	0.078943	0.096672
0.079753	0.039093	0.071421	0.060638	0.072905	0.09391	0.10445	0.043105	0.082041	0.097308	0.076918	0.098333	0.096672
0.081134	0.062549	0.072365	0.068217	0.078112	0.092965	0.11008	0.043105	0.10554	0.077496	0.095195	0.087807	0.13969
0.081249	0.042858	0.072994	0.06367	0.070673	0.06933	0.080572	0.050943	0.069624	0.067388	0.089103	0.078112	0.11841
0.07912	0.050097	0.075825	0.060638	0.06621	0.081935	0.091514	0.056821	0.080267	0.075474	0.087579	0.080328	0.12211
0.084875	0.050097	0.075196	0.043204	0.067697	0.097692	0.12235	0.084251	0.12461	0.072779	0.095195	0.075619	0.10639
0.082746	0.054151	0.074882	0.045478	0.075881	0.10399	0.12069	0.056821	0.13126	0.10108	0.091387	0.083098	0.14311
0.07843	0.052414	0.08495	0.065185	0.08332	0.089813	0.096487	0.05878	0.064745	0.098386	0.09748	0.079774	0.12119
0.082285	0.055599	0.085579	0.075797	0.089271	0.088238	0.10411	0.064658	0.087362	0.083561	0.081487	0.073403	0.11841
0.079581	0.045464	0.082433	0.075797	0.085552	0.092965	0.11273	0.078373	0.076276	0.088952	0.086056	0.071187	0.10454
