-1.6639,-0.40589,1
0.45784,-1.8364,1
2.6887,0.526,1
0.0068803,1.9253,0
-0.48753,-2.8437,1
-0.76659,-0.78064,1
-1.4117,-0.22699,1
-0.26239,2.4859,0
1.7625,0.92604,0
1.8604,1.2659,0
-0.26741,1.1411,1
-0.63958,-0.2008,1
-1.2881,0.41691,1
-0.87637,-0.4558,1
-0.010146,-0.84714,1
0.83737,-0.30147,1
-1.7447,-0.0080777,1
1.8721,0.7992,0
1.9104,0.32628,0
1.1689,-1.0428,1
-0.29646,2.2243,1
0.86009,0.1646,1
1.1142,0.67613,1
1.7408,-1.5719,1
-0.30252,-0.060115,1
-1.095,-1.2824,1
1.5713,0.77298,0
0.34529,0.52945,1
1.8714,0.06803,0
-0.81085,1.7894,1
1.188,-3.6399,1
0.13827,-0.86196,1
2.1903,-0.60653,0
0.069475,0.11576,0
0.084757,0.3403,0
-0.0037706,0.20912,0
2.0235,1.1828,0
2.1149,-0.091584,0
-0.13607,-0.3312,1
-0.0057399,1.6146,0
1.7176,1.7763,0
-0.0089359,1.1101,1
1.8688,1.0494,0
-0.28271,1.9224,0
-0.2997,-0.13505,0
0.45015,1.7891,1
1.7795,0.96668,0
2.4848,0.30317,0
-0.041295,0.088752,0
0.15549,0.12655,1
-0.018115,0.044967,1
-0.16345,0.26713,0
-0.04871,2.0672,0
0.14002,0.41263,1
1.8203,0.97436,0
-0.14154,0.17568,1
1.8207,0.74067,0
1.5464,-0.46027,1
0.057628,-0.11842,0
-0.55468,0.098535,0
1.0578,-0.27862,1
1.8403,1.3804,0
-0.040616,-0.12458,1
-0.026344,0.052152,0
-0.19645,-0.4053,1
-0.29935,1.362,1
0.012341,1.9347,0
2.1324,0.20544,0
2.0835,1.9287,0
0.60235,-0.089516,1
-0.95094,-0.78039,1
2.2524,0.51698,0
-0.41466,2.0619,0
-0.3011,2.162,0
-0.16271,0.46518,0
1.9098,1.0249,0
-0.23475,-2.1475,1
-0.8006,-0.035527,1
-1.5671,-0.32638,1
-0.22301,-1.7901,1
0.02771,2.2054,0
2.0229,-0.21614,0
-1.205,0.2536,1
-2.3601,-0.30809,1
-1.4873,-1.5779,1
-0.51835,0.84082,1
-0.21915,-0.16633,0
-0.095224,1.9357,0
0.40216,-0.95762,1
2.1143,1.5023,0
0.52905,-0.428,1
2.4099,1.8463,0
-0.18433,1.8587,0
0.078958,-0.54853,0
-0.65313,-1.2154,1
0.25289,-1.019,1
0.37567,-1.6993,1
1.9897,2.7994,0
2.5004,0.77793,0
1.2744,-0.64076,1
1.8942,2.6282,0
1.8909,-0.1821,0
0.15703,-1.579,1
-0.97443,-0.18176,1
0.00497,1.9454,0
1.971,1.0131,0
0.16026,2.0223,0
2.2035,1.1421,0
0.98753,0.039914,1
1.7879,2.3783,0
0.798,0.040419,1
-0.51205,-2.9685,1
0.058856,-0.065724,0
-0.51868,1.973,0
1.8775,2.1259,0
0.28514,2.4176,0
-3.2919,-1.2224,1
1.2546,-1.1184,1
2.2535,0.94596,0
0.18113,2.5944,0
0.037681,0.32078,0
0.10166,0.093544,0
-0.040184,0.39515,1
-1.7644,-0.065296,1
-1.2574,-1.3123,1
2.363,-0.01391,0
-0.89091,1.1639,1
0.30733,0.096109,0
-0.031903,-0.29057,1
2.1216,0.14064,0
0.70593,-0.19739,1
1.5253,-0.76526,1
-0.25497,-0.10754,1
-0.047821,-0.017922,1
1.754,2.691,0
1.8821,0.385,0
0.14452,-0.25154,1
1.8694,0.40154,0
-0.24424,1.8674,0
0.31524,2.4396,1
-2.8168,0.20659,1
1.965,1.6241,0
1.1207,-0.39734,1
2.0354,-0.28755,0
-0.057794,-0.27619,1
0.86308,1.8213,1
0.13584,2.0852,0
-0.25951,1.8937,0
-1.5779,-0.63955,1
0.063009,2.2014,0
2.1501,-1.5061,0
0.19944,1.9669,0
1.8712,0.48908,0
0.016131,2.03,0
0.54663,-0.23501,1
1.1808,0.070494,1
0.96918,1.293,1
0.13441,2.1857,0
0.54166,0.16324,1
2.2652,-0.84341,1
-0.20725,-0.12915,0
0.39373,-0.3979,1
0.018487,2.4107,0
1.9001,-0.031128,0
-0.078737,2.037,0
-1.2414,1.95,1
-1.0233,0.29136,1
0.021521,-1.1074,1
-0.28973,-0.90311,1
-1.1589,-0.080798,1
0.79856,-0.74872,1
-0.32021,-0.45996,1
-0.16275,-1.3309,1
-0.0011985,1.7262,1
1.9504,-0.36265,0
-1.1304,-1.1261,1
-0.38921,1.1404,1
-0.20603,-0.08144,0
0.25469,-0.012903,0
-0.82683,-0.39213,1
0.2651,2.0317,0
1.753,0.1865,0
1.8924,0.4642,0
1.6613,1.5044,0
-0.10195,1.8727,0
-0.1583,0.7599,1
0.12627,0.098019,0
1.2259,-1.7407,1
-0.75337,-0.10821,1
1.6452,-0.24132,1
-0.039446,-0.080293,0
0.33331,1.0904,1
1.8015,1.8805,0
0.62577,-0.99711,1
-0.50243,0.14215,0
0.80518,-1.4626,1
-2.3267,-0.47966,1
-0.95282,-1.1011,1
-0.74531,0.66446,1
2.1339,0.091841,0
-1.1489,-1.8371,1
1.9694,1.1075,0
1.815,-1.0139,1
0.079067,2.1481,0
-0.10715,2.1079,0
0.55906,1.178,1
2.8478,0.83717,1
0.093572,2.0661,0
-0.76775,-0.014609,1
1.6285,1.5351,0
0.10699,-0.16561,0
-0.2894,-0.13056,0
0.24,0.35209,1
-0.91014,-1.5928,1
-0.53494,1.5186,0
-0.51366,-1.4741,1
2.0165,0.80127,0
0.12255,1.8268,0
1.9161,0.54584,0
2.2412,1.8778,0
0.1347,-0.15531,0
1.3853,0.57438,1
0.1112,-0.39784,0
0.053993,0.089393,1
1.4669,-0.74945,0
0.24318,1.9598,0
-0.48179,-0.092439,1
-0.88793,-0.72765,1
2.0212,1.0272,0
-0.32992,-1.2941,1
-0.32394,-1.4284,1
1.8251,2.5699,0
-0.65536,1.0048,1
1.1096,0.65567,1
0.060942,1.0453,1
2.3171,1.3975,0
2.0247,0.94768,0
2.4235,2.5789,0
0.034408,0.33528,0
1.9618,2.4906,0
-0.081291,0.15574,0
0.74988,0.80231,1
-0.20798,1.2103,1
2.0732,1.8603,0
-0.34255,-0.64213,1
-0.55822,-1.1705,1
-1.1946,0.76394,1
-0.17238,0.17901,0
0.0060553,0.25553,1
1.9846,1.2921,0
1.3723,-1.5106,1
0.13622,1.5419,1
-2.6251,-1.7509,1
0.075851,2.0422,0
0.046779,0.39871,0
0.81249,-0.7282,1
0.14552,2.1788,0
0.65693,0.95202,1
-0.49859,0.73708,1
0.27855,-0.22734,1
0.094488,2.2078,0
2.1127,0.13432,0
0.013089,2.2802,0
0.76043,-0.33641,1
-0.19087,-0.6643,1
2.1273,-0.23704,0
-0.46218,-0.41952,1
1.9993,1.5223,0
0.42241,-1.0436,1
2.114,1.4178,0
-0.11137,1.7834,0
1.9324,2.035,0
0.61748,-0.5755,1
1.8914,0.0076437,0
2.1527,1.647,0
0.37995,-0.97939,1
0.92317,1.8104,1
0.024215,1.9117,0
2.1515,2.4207,0
2.2582,0.94234,0
1.0518,-1.175,1
-0.27381,0.039973,0
-0.094775,0.48311,1
-0.070418,0.065659,0
1.3421,1.5173,1
-0.159,0.26258,0
1.7556,0.28386,0
1.7751,0.88939,0
0.042779,0.96776,1
0.29702,0.28525,0
0.10727,0.38129,0
2.4862,2.0259,0
-1.5641,0.78035,1
0.010653,-0.1702,0
0.12629,-0.031766,0
1.9143,-0.82733,0
0.29827,-1.4313,1
0.19982,2.0033,0
-0.23466,-0.16799,1
-0.37674,-0.004694,0
2.0553,1.9398,0
1.8895,-0.20207,0
1.9383,2.5301,0
2.3674,0.30314,0
-0.0038469,1.9443,0
0.69154,0.9762,1
-1.1709,-0.29797,1
0.24802,0.31499,1
1.4758,-0.81981,1
-0.080655,0.28972,0
0.60355,0.26843,1
-1.3997,0.57391,1
-0.011229,2.0794,0
-1.546,1.6479,1
2.0244,2.3422,0
-0.40466,1.1292,1
0.57978,0.11615,1
-0.22196,-0.13546,1
-0.12658,1.8643,0
-0.1282,1.6207,1
-0.568,0.12648,1
2.0498,0.62779,0
0.23578,1.4888,1
-0.38973,-0.50164,1
1.1313,1.4767,1
-0.10938,1.9299,0
-0.45313,-0.24653,1
0.0090412,2.2288,0
0.81331,1.9579,1
-0.16234,-0.31791,1
1.8737,1.8897,1
2.0419,0.34442,0
1.8485,-0.38706,0
0.24159,-0.12905,0
1.5619,-0.95032,1
-0.52474,0.67797,1
1.9618,0.3357,0
-0.76092,-1.0075,1
-0.064933,0.09248,0
0.77421,-0.036364,1
-0.024224,0.16102,0
1.8759,0.87724,0
0.78696,0.023628,1
2.1687,1.1634,0
2.0453,-0.32516,0
1.475,-0.75086,0
-0.26109,0.10349,1
0.24321,0.0097209,0
-0.41812,0.76719,1
2.0532,-0.48787,0
1.5811,2.1746,0
-1.5786,0.42094,1
0.17323,-0.13224,0
-0.20796,2.3577,0
2.4485,1.6577,0
2.3398,0.58658,0
-1.0914,0.19755,1
0.22743,0.03273,0
0.19145,-0.43723,1
0.38611,0.35805,1
-1.5714,-0.33407,1
2.0473,0.23733,0
1.0876,0.33454,1
-0.092705,-0.035345,0
0.99573,-1.3786,1
1.9023,-0.5,0
-0.18425,-0.95802,1
0.010044,0.44041,1
0.99662,-0.41005,1
-0.78137,-0.088968,1
2.0627,1.6832,0
1.4634,-1.4165,1
0.48342,0.3516,1
0.83499,1.1647,1
0.58513,-0.44975,1
2.3482,0.32261,0
1.2271,0.76349,1
2.058,-0.11553,0
-0.13175,0.174,0
2.3054,1.622,0
-0.85652,-0.82958,1
-0.06467,2.331,0
0.139,0.074794,1
-0.1722,-0.056516,1
0.84204,0.93352,1
0.28854,-0.15614,0
0.28465,0.090593,1
2.0506,-0.018993,0
0.16323,1.8816,0
0.13345,-0.17602,0
1.9484,2.3459,0
0.87488,2.1537,1
0.10181,-0.09821,0
0.14762,1.5998,0
2.03,1.0315,0
0.081384,-0.058979,0
0.075275,2.1136,0
-0.071598,0.20626,0
-0.74018,-1.059,1
1.7623,-0.69106,0
1.8613,0.9274,0
0.49086,1.3752,1
1.5066,1.1983,1
1.7265,-0.71528,1
-1.9512,-0.71108,1
2.2745,-0.5106,0
-0.078456,0.11765,1
-0.15011,0.40283,1
0.12261,0.081436,0
-1.1407,-1.9763,1
-0.34614,0.07803,0
0.55404,-1.2395,1
-0.7794,0.11007,1
0.054594,1.9663,0
1.7236,1.2169,1
-0.1387,2.0241,0
-0.028804,0.46247,1
-0.6024,-0.25215,1
2.0996,1.2553,0
0.081915,0.34347,1
0.090738,-0.2633,1
0.12039,0.12457,0
0.32441,-0.11385,0
-0.65818,1.0797,1
-1.2221,-0.71614,1
-0.2716,1.9217,0
2.2522,1.2357,0
1.9509,1.5383,0
0.80763,1.0511,1
0.079989,-0.04179,0
-0.071322,0.25093,1
2.0951,0.68859,0
2.2471,0.16151,0
-0.45352,1.5969,0
2.1255,-1.4297,0
-0.0039291,0.70395,1
0.05191,0.29247,1
2.1231,-0.53663,0
-0.26231,1.4603,1
-0.07171,0.9498,1
-0.61228,1.1259,1
0.029049,0.0517,0
1.6631,0.94323,0
-0.45324,1.9634,0
2.2301,1.0338,0
1.95,-1.4383,1
0.041609,2.1224,0
1.2291,-0.72898,1
0.25861,2.0589,0
-0.052738,-0.13361,0
1.9611,0.63372,0
1.8097,2.7869,0
2.3902,2.3604,0
2.0997,-0.42666,0
0.70752,-1.3394,1
-0.23523,-0.96836,1
0.16433,-0.30527,1
1.7054,0.2968,0
0.27794,2.0545,0
2.013,2.2775,0
1.6879,-0.46812,0
0.34229,2.2399,0
-0.44023,-0.52839,1
0.032078,2.117,0
2.2959,-0.27221,1
1.7942,0.93408,0
0.60702,-0.71925,1
-0.13909,2.0723,0
-0.065646,-0.64242,1
2.2043,1.5613,0
2.1469,0.46601,0
-0.11497,-0.29642,0
-0.14255,-0.30778,0
-1.4228,0.92668,1
-0.21761,-0.05864,0
0.13484,-0.57894,1
0.20718,2.1148,0
